"","WB_ID","Chr","Strand","Start","End","Rlog2FC","Rpadj","Glog2FC","Gpadj","N2_A_R_TPM","N2_B_R_TPM","N2_C_R_TPM","N2_D_R_TPM","CB_A_R_TPM","CB_B_R_TPM","CB_C_R_TPM","CB_D_R_TPM","N2_A_G_TPM","N2_B_G_TPM","N2_C_G_TPM","N2_D_G_TPM","CB_A_G_TPM","CB_B_G_TPM","CB_C_G_TPM","CB_D_G_TPM","Annot","Anticorr","Direction","Query","Source","PID","AlnLen","Mismatch","TChr","TStart","TEnd"
"65","WBGene00007675","V","-",17535615,17538373,-0.70823214358423,6.77142557391598e-16,4.33962522845314,3.7744685515713e-32,3.333136,3.196803,3.453907,3.017237,5.107922,5.33666,5.550849,5.386071,60.188931,166.637848,178.953354,135.758438,7.181787,5.305584,4.846217,7.072073,"Microarray studies indicate that C18D4.6 is regulated by Hydrogen sulfide, Progesterone, Resveratrol, and Sirolimus; RNA sequencing and microarray studies indicate that C18D4.6 is enriched in the germ line and intestine and in neurons.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"66","WBGene00007717","V","+",15053765,15056280,0.363026992080162,0.000801607813282991,-3.62288608977187,0.0103146042916605,3.88732,3.965042,3.750229,3.477509,2.871627,2.95475,3.230938,2.672606,0,17.936134,6.740098,10.981418,95.359489,110.02478,159.303818,115.661682,"C25D7.5 is an ortholog of human MBLAC1 (metallo-beta-lactamase domain containing 1); C25D7.5 is involved in innate immune response.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"67","WBGene00007886","IV","-",9506936,9508779,-0.369908380248111,0.0108838545685032,3.63153349835723,6.01125348251493e-14,6.493871,7.215722,6.671423,8.278583,10.138885,10.544324,8.53301,8.451192,6.828569,13.514407,5.128021,10.319242,0.836806,0.971669,0.604576,0.42049,"ethe-1 is an ortholog of human ETHE1 (ETHE1, persulfide dioxygenase); microarray and tiling array studies indicate that ethe-1 is regulated by isp-1, daf-16, sma-2, daf-12, clk-1, sir-2.1, lin-54, daf-2, hcf-1, nuo-6, and lin-35; microarray and RNA sequencing studies indicate that ethe-1 is regulated by Hydrogen sulfide, Rotenone, Mianserin, Progesterone, Atrazine, Cry5B, Humic substances, single-walled carbon nanotubes, and Allantoin; tiling array and microarray studies indicate that ethe-1 is enriched in the coelomocytes and intestine.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"68","WBGene00008110","IV","+",9216952,9220397,0.167221129657813,0.0263728366120369,-1.35594183154386,0.023182358097824,44.536724,46.250572,40.872204,40.627762,37.772118,42.364429,39.242245,36.559685,4.221762,6.438253,9.118876,5.727176,14.841973,24.648613,19.166971,7.979943,"C46C2.2 is an ortholog of human SLC22A5 (solute carrier family 22 member 5) and SLC22A4 (solute carrier family 22 member 4); C46C2.2 is predicted to have transmembrane transporter activity, based on protein domain information.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"69","WBGene00008145","V","+",14698957,14707601,0.853053519441901,2.86035403634782e-11,-4.52194126681152,1.87157740619311e-05,8.755652,11.365229,10.930706,11.533566,6.731306,5.631886,5.159302,6.041559,0.934196,1.121482,2.723046,2.446293,50.38858,1.512689,70.074158,65.430595,"set-5 encodes a large (1,675-residue) protein with an N-terminal SET  domain and a C-terminal SPK domain; SET-5 has no non-nematode orthologs,  but is paralogous to Y57A10A.1; SET-5's domain organization resembles  that of SET-24; neither set-5(ok1568) nor set-5(RNAi) have any obvious  phenotypes.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"70","WBGene00008204","IV","+",17334193,17335094,0.47920242271396,0.00545543685618864,4.88439182072916,0.00118116452047673,3.832052,3.815785,3.381471,3.15908,2.356243,3.214783,2.371821,2.142382,3.608557,1.986398,6.204865,2.203049,0.347854,0,0,0,"Microarray and RNA sequencing studies indicate that C49C3.15 is regulated by cyc-1, emr-1, and lem-2; microarray studies indicate that C49C3.15 is regulated by Progesterone, Humic substances, and Sirolimus; microarray and RNA sequencing studies indicate that C49C3.15 is enriched in the germ line, Z4, and Z1 and in the PVD and OLL neurons.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"71","WBGene00008205","X","+",11965962,11969784,0.285236791758881,0.0192985352870444,1.07840847759166,0.0267293276012311,495.829193,406.542664,375.709625,366.549255,374.348755,334.100769,347.846802,335.08905,3.268373,3.862001,5.805632,2.600049,1.36106,2.06141,2.000009,2.212347,"sams-1 encodes an S-adenosyl methionine synthetase; by homology, SAMS-1 is predicted to function as a methyl-group donor in many biochemical reactions; sams-1 expression levels are negatively regulated by dietary restriction (as seen in eat-2 mutant animals), suggesting that increased lifespan due to dietary restriction is due, in part, to reducing the activity of key metabolic enzymes; loss of sams-1 via RNAi can extend adult lifespan.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"72","WBGene00008333","V","-",11516445,11517889,0.496643578298689,2.1965413810508e-06,-4.59647608696062,4.28126592471256e-06,25.389259,21.457981,20.560671,21.501663,16.84152,15.119052,16.638069,14.452065,0,1.347519,1.302637,2.725475,32.914616,35.244495,39.792706,29.120007,"Microarray studies indicate that C55A6.4 is regulated by Tunicamycin, Progesterone, Acrylamide, Diazinon, Cry5B, Humic substances, and Paraquat; tiling array, RNA sequencing, and microarray studies indicate that C55A6.4 is enriched in the hypodermis, germ line, and intestine.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"73","WBGene00008486","IV","+",10469741,10471899,0.684251073246955,4.60585083918456e-05,3.83411471018989,0.0269821313129258,21.754234,17.576601,17.281691,20.971283,15.57785,10.022565,10.79833,11.252128,0.188137,1.050439,1.397527,2.119164,0,0.248111,0,0,"ugt-44 is an ortholog of human UGT3A2 (UDP glycosyltransferase family 3 member A2) and UGT3A1 (UDP glycosyltransferase family 3 member A1); ugt-44 is involved in innate immune response; ugt-44 is predicted to have transferase activity, transferring hexosyl groups, based on protein domain information.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"74","WBGene00008677","V","+",16214890,16217706,1.38114577317382,1.74465399407276e-14,6.64650115008079,0.00269796371875585,8.133955,12.105838,10.407797,12.416206,3.478153,5.115921,3.253171,3.801619,0.639851,0.445664,0,0.502243,0,0,0,0,"F11A5.9 is an ortholog of members of the human SLC (Solute carriers) family including SLC17A1; microarray and RNA sequencing studies indicate that F11A5.9 is regulated by alg-1, rde-4, zfp-1, cyc-1, rsr-2, csr-1, clk-1, sir-2.1, ain-1, ain-2, dpy-9, dpy-10, mir-243, crh-1, tax-6, isp-1, ogt-1, and pmk-1; RNA sequencing and microarray studies indicate that F11A5.9 is regulated by 1-methylnicotinamide, Methylmercuric chloride, Ethanol, Cholestanol, Progesterone, Testosterone, Acrylamide, Chlorpyrifos, Diazinon, Quercetin, single-walled carbon nanotubes, and Sirolimus; tiling array and RNA sequencing studies indicate that F11A5.9 is enriched in the excretory cell and germ line.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"75","WBGene00008681","I","-",11680913,11682441,-0.386309743562759,0.00779332417209699,1.27440093344275,5.3522171564627e-14,3.427404,3.248258,3.041585,2.7656,4.145784,4.697469,4.283138,3.409191,58.539085,77.495506,63.803749,75.194199,26.015316,32.40004,24.504807,36.919113,"scrm-4 encodes a putative phospholipid scramblase homologous to human PLSCR1-5, and paralogous to other C. elegans SCRMs (e.g., SCRM-1); in apoptotic germline cells, SCRM-4 is fully dispensable for normally rapid engulfment and largely dispensable for phosphatidylserine exposure; SCRM-4 does not bind WAH-1 in vitro, and scrm-4(tm624) mutants have no obvious phenotype.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"76","WBGene00008724","V","-",16376239,16377949,-0.240077308450112,0.0198935589822077,-1.71110711547734,0.00712798197150603,35.855373,33.59016,35.409512,36.526234,45.375633,44.267445,42.754787,36.39439,0.750245,1.132764,0,0.948123,2.915988,2.275616,2.984125,2.511883,"RNA sequencing and microarray studies indicate that F13A7.1 is regulated by Ethanol, Methylmercury hydroxide, Nicotinic acid, Methylmercuric chloride, Manganese chloride, Progesterone, Acrylamide, Chlorpyrifos, Quercetin, Humic substances, Paraquat, Colistin, adsorbable organic bromine compounds, and Allantoin; RNA sequencing studies indicate that F13A7.1 is enriched in the germ line.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"77","WBGene00008863","II","+",13249189,13249895,-1.11669649544876,1.2630672574873e-13,6.96503835065437,0.00554250075893555,1.813914,1.46252,1.670561,1.575459,4.189855,3.933163,3.590109,3.080158,0,68.458183,0,46.493916,0,0,0,0,"Microarray, tiling array, and RNA sequencing studies indicate that F15D4.6 is regulated by cyc-1, hpl-2, spe-44, clk-1, rsd-2, mut-2, isp-1, nuo-6, oga-1, and ogt-1; microarray studies indicate that F15D4.6 is regulated by Progesterone, Dibromoacetic acid, and Sirolimus; tiling array, RNA sequencing, and microarray studies indicate that F15D4.6 is enriched in the coelomocytes and germ line and in the AVA, I5, DA, SAB, and retrovesicular ganglion.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"78","WBGene00008986","V","-",13755011,13756409,0.676751455215968,4.33323799783051e-12,1.52589477431188,0.00512046617442441,72.281662,62.19492,63.821564,65.689812,41.704243,37.727737,41.484741,43.847763,9.16794,40.708656,16.101435,21.731035,4.513334,10.497067,7.230097,7.852218,"Microarray, RNA sequencing, and proteomic studies indicate that F20G2.2 is regulated by clk-1, cyc-1, sma-2, age-1, wdr-23, gld-1, let-7, daf-2, glp-1, mdt-15, sir-2.1, dpy-10, and tdp-1; RNA sequencing and microarray studies indicate that F20G2.2 is regulated by Rotenone, Tunicamycin, D-glucopyranose, Cholestanol, Progesterone, Fluoranthene, Cry5B, and Quercetin; RNA sequencing and microarray studies indicate that F20G2.2 is enriched in the germ line and intestine.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"79","WBGene00009018","V","+",19253820,19256758,-0.502193151307564,0.00871963840018254,3.08674770599708,0.00233983916265837,1.826826,1.45732,1.593351,1.177024,3.271081,2.023036,2.039301,2.011014,49.034218,75.0019,44.002438,2.439108,4.826658,5.522828,4.967901,4.570062,"Microarray and RNA sequencing studies indicate that F21D9.4 is regulated by daf-12, tdp-1, and mir-35; microarray studies indicate that F21D9.4 is regulated by Progesterone and Colistin; tiling array and microarray studies indicate that F21D9.4 is enriched in the body wall muscle cell and muscle cell and in the ALM and PLM neurons.","YES","CB4856-high","Chr:IV_15951513_15951534_+","N2unique","95","20","1","V","19256493","19256512"
"80","WBGene00009165","I","+",9780287,9781418,1.72240333450112,1.65663863463783e-97,-5.694185666564,0.00793218782142758,52.638878,48.656506,48.128082,50.240902,16.723614,13.894123,14.668839,14.70586,0,0,0,0,0.846074,0.238166,0.414422,0.793609,"gpx-1 encodes a phospholipid hydroperoxide glutathione peroxidase; GPX-1 is predicted to catalyze the reduction of phospholipid hydroperoxides with glutathione; loss of gpx-1 activity via RNAi results in increased intestinal dipeptide uptake and increased cellular levels of the unsaturated aldehyde 4-hydroxynonenal (4-HNE), a lipid peroxidation product.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"81","WBGene00009182","II","+",14408612,14410836,2.37435113840059,1.34171567255601e-94,-3.4737822387134,0.000118492622794121,7.727747,7.265945,6.847164,6.82492,1.246941,1.586898,1.363866,1.117374,0.137515,0.616395,0,0.255009,0.966359,6.664609,2.840034,3.539411,"Microarray, tiling array, and RNA sequencing studies indicate that F26H11.4 is regulated by lin-35, cyc-1, lin-15B, hpl-2, and clk-1; microarray and RNA sequencing studies indicate that F26H11.4 is regulated by Aldicarb, Ethanol, and Manganese chloride; RNA sequencing studies indicate that F26H11.4 is enriched in the germ line.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"82","WBGene00009224","V","-",15578984,15590617,-1.08552704437518,1.923708125516e-23,1.51574260493428,9.97573494096871e-07,4.93176,4.225772,3.908104,4.69807,10.572248,8.723192,8.740615,10.205816,22.547359,28.962795,45.169655,47.50872,12.083733,13.098519,9.843572,16.706602,"F28F8.7 is an ortholog of human ELMSAN1 (ELM2 and Myb/SANT domain containing 1) and TRERF1 (transcriptional regulating factor 1); microarray, tiling array, and RNA sequencing studies indicate that F28F8.7 is regulated by lin-35, lin-15B, hpl-2, pgrn-1, tatn-1, drh-3, ZK1236.1, prg-1, clk-1, ash-2, csr-1, sir-2.1, alg-1, his-24, and hpl-1; RNA sequencing and microarray studies indicate that F28F8.7 is regulated by Rotenone and Progesterone; tiling array and RNA sequencing studies indicate that F28F8.7 is enriched in the body wall muscle cell, hypodermis, and germ line and in the DA, VA, and AVA neurons.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"83","WBGene00009237","V","-",10749607,10750788,0.455165525569163,0.0109944704697791,1.35915693372517,0.00776306123962066,123.163849,105.787994,112.651024,153.854065,91.994843,83.40947,80.761513,102.784737,4.806363,7.872094,16.209774,10.062689,2.358124,4.043506,3.465146,5.549,"Microarray and RNA sequencing studies indicate that F28H7.3 is regulated by Heme, 1-methylnicotinamide, Nicotinic acid, Methylmercuric chloride, Mercuric Chloride, Rotenone, Rifampin, Cholestanol, Progesterone, Testosterone, Resveratrol, Fluoranthene, Cry5B, Quercetin, Hydrolyzable Tannins, Humic substances, R24, Dafa#1, Multi-walled carbon nanotubes, and Sirolimus; sage analysis, tiling array, RNA sequencing, and microarray studies indicate that F28H7.3 is enriched in the intestine and germ line and in the PVD and OLL neurons.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"84","WBGene00009259","X","-",11511558,11519062,0.247674332674952,0.00752838317996919,1.4541364932456,0.000506406462815794,147.355133,140.789398,133.818832,141.958099,132.14592,123.440216,110.676826,116.94838,4.608602,3.622517,4.650883,3.476875,1.357101,2.057474,1.538826,1.456225,"hpo-34 is involved in body morphogenesis and reproduction.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"85","WBGene00009367","I","+",15034517,15035467,-0.402818514755285,9.34822976833807e-07,1.16622295853349,0.00334119174175506,38.923561,41.005211,40.377563,41.864193,54.674816,50.812294,54.014206,56.827095,6.241883,11.780445,4.731206,8.766586,3.514398,4.57777,2.92315,3.678535,"F33H2.3 is an ortholog of members of the human ANP32 (ANP32 acidic nuclear phosphoproteins) family including ANP32E; F33H2.3 is expressed in the pharynx, mu_int_R, mu_int_L, anal depressor muscle, hypodermis, nervous system, reproductive system, coelomocyte, pharyngeal-intestinal valve, excretory gland cell, anal sphincter muscle, and the body wall musculature.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"86","WBGene00009432","V","-",13749181,13751972,0.228255627119274,0.0467160935895262,6.72895795295001,0.00239041631584669,10.138842,9.926505,9.273862,8.147919,8.339154,7.719554,8.579348,7.643086,0.928784,0.45446,0,0.595381,0,0,0,0,"cld-9 is involved in innate immune response.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"87","WBGene00009470","V","-",16516472,16517719,0.621382858816962,7.20691596856581e-11,1.94915661808862,0.00138191430768878,31.355543,30.256937,32.531132,35.926109,21.776993,22.461704,21.213142,19.222967,6.465641,11.345533,11.113914,6.165649,0.723194,2.325457,3.147222,3.153203,"F36D3.4 is expressed in the spermatheca.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"88","WBGene00009518","IV","-",1249018,1251366,0.443842177453497,0.0181442571965633,8.66014875385908,1.60988851097585e-06,14.951661,10.834224,10.463708,12.241274,9.68905,6.816261,8.569546,9.548496,1.19185,1.885533,3.645469,1.704588,0,0,0,0,"clec-166 is expressed in the rectum.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"89","WBGene00009834","V","-",17348665,17350180,1.0142858682032,0.000160559806842707,4.33513016757175,0.00324024552249317,3.769767,7.522511,6.944614,9.01464,2.925625,3.792819,2.125461,3.477104,5.448211,2.518701,16.35165,9.480365,0.630226,0.689462,0,0,"lsy-27 encodes a nematode specific, fast evolving family of C2H2 zinc finger transcription factor; lsy controls the left/right asymmetric expression of gcy genes; lsy-27 acts during the initiation, but not maintenance phase of ASE laterality control, to assist in the initiation of lim-6 expression; lsy cooperates with ASEL-expressed die-1 to trigger lim-6 expression in the embryo; LSY-27 is broadly expressed in the embryo from one cell to comma stage, in ASE neurons at comma stage.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"90","WBGene00009971","V","+",13775751,13777767,0.640744236629638,2.30082426266438e-11,5.51937771035788,0.041727865947836,17.474697,17.345999,17.252335,15.670609,11.85881,11.699164,9.260883,10.618933,0,1.33691,0,0.688611,0,0,0,0,"F53C11.1 is localized to the membrane raft.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"91","WBGene00010011","X","-",15852935,15860608,-0.519577911753584,0.000896046720643807,2.59192279455905,1.92604401880993e-08,1.53322,1.966924,1.824831,2.074553,2.55832,3.071744,2.321147,2.874566,11.641272,13.784492,6.262912,13.448997,1.543348,1.579185,2.579671,1.938596,"F53H4.6 is an ortholog of human ERCC6 (ERCC excision repair 6, chromatin remodeling factor); F53H4.6 is predicted to have ATP binding activity, based on protein domain information.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"92","WBGene00010041","II","-",8566508,8566857,-0.343352124076889,0.00290190532043408,5.20104207736327,0.0384434299062881,93.948532,90.168671,89.442505,72.487816,108.978844,118.906769,115.639709,100.055191,0.815267,0.615468,0,0.806316,0,0,0,0,"Microarray, tiling array, and RNA sequencing studies indicate that F54C9.3 is regulated by cyc-1, daf-12, hpl-2, nhr-8, eat-2, bar-1, prg-1, wdr-5.1, daf-2, sir-2.1, dpy-9, dpy-10, octr-1, tdp-1, alg-1, ain-2, gei-8, tbx-2, and hlh-25; microarray and RNA sequencing studies indicate that F54C9.3 is regulated by Hydrogen sulfide, 1-methylnicotinamide, Rotenone, Manganese chloride, Mianserin, Cholestanol, Progesterone, Testosterone, Deoxyglucose, Cadmium, Chlorpyrifos, Diazinon, Humic substances, Paraquat, and Colistin; tiling array, RNA sequencing, and microarray studies indicate that F54C9.3 is enriched in the intestine, pharyngeal muscle cell, and germ line and in neurons.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"93","WBGene00010057","II","-",11558715,11564227,-0.565744132668721,0.0261153558257896,-8.46797190331751,8.24399990383165e-07,6.502092,5.571597,5.541708,2.985067,7.833724,7.64828,9.921198,6.438443,0,0,0,0,0.972392,2.438005,1.762288,1.521838,"Microarray, tiling array, and RNA sequencing studies indicate that F54D5.15 is regulated by cyc-1, rsr-2, emr-1, lem-2, wdr-5.1, mir-35, oga-1, ogt-1, and pmk-1; microarray studies indicate that F54D5.15 is regulated by Progesterone, Quercetin, and Colistin; microarray studies indicate that F54D5.15 is enriched in neurons.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"94","WBGene00010212","V","-",17640672,17650527,1.0409812669632,1.68185102028913e-17,5.41095544711885,1.22826295278507e-79,5.523786,5.895857,6.929355,6.855447,2.958122,3.011858,2.877541,3.23652,388.480988,477.63797,523.789368,353.928864,9.425461,10.543559,11.576324,10.6467,"This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif, which may also mediate protein-protein interaction.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"95","WBGene00010300","V","-",17680661,17683907,-0.316312192045379,0.0083945297571598,-5.98974730699684,0.0103146042916605,5.674932,5.138044,5.398785,5.593259,7.000745,6.315454,7.732519,6.403463,0,0,0,0,0.249784,0.497215,0,1.20495,"Microarray, RNA sequencing, and tiling array studies indicate that F59A1.15 is regulated by nhr-114, wdr-23, rsr-2, eat-2, clk-1, rsd-2, csr-1, pgl-1, pgl-3, glh-4, and glh-1; microarray and RNA sequencing studies indicate that F59A1.15 is regulated by Hydrogen sulfide, Ethanol, Methylmercuric chloride, Manganese chloride, and Colistin; RNA sequencing studies indicate that F59A1.15 is enriched in the germ line.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"96","WBGene00010354","IV","+",11403961,11406066,-0.620317408302627,0.00364234895215997,-2.98587764356386,1.48095007755924e-07,26.434452,35.90247,37.160511,46.743008,64.356133,58.568359,44.534157,66.280212,1.812267,1.123344,1.319787,0.585743,10.122802,12.28075,9.350201,12.437557,"cyp-31A2 encodes a class 4 cytochrome P450 predicted to hydroxylate polyunsaturated fats (PUFAs); CYP-31A2 is required for sperm to normally migrate towards a PUFA-based signal exuded by oocytes; cyp-31A2(RNAi) hermaphrodites are infertile, both through aberrant loss of their own sperm and through failure of males to effectively inseminate them; in mammalian eicosanoid signalling, class 4 cytochrome P450 is required for the omega hydroxylation of PUFAs, prostaglandins, and leukotrienes.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"97","WBGene00010377","V","-",14886803,14886907,-1.92107267717807,1.77249286499298e-26,-1.75485841793269,0.000355755826734023,124.384865,145.294601,167.342697,221.397308,786.603455,765.865906,632.691589,577.939941,8.696175,13.48668,9.267439,12.257631,18.69845,54.246006,47.205048,42.091366,"Microarray and RNA sequencing studies indicate that nspa-1 is regulated by atx-3, age-1, wdr-23, alg-3, alg-4, daf-2, rsks-1, hlh-30, gld-2, clk-1, tdp-1, fog-3, sir-2.1, and daf-16; microarray studies indicate that nspa-1 is regulated by Hydrogen sulfide, Methylmercuric chloride, Progesterone, Resveratrol, and Acrylamide; RNA sequencing studies indicate that nspa-1 is enriched in the germ line.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"98","WBGene00010581","I","+",14735236,14736945,0.418748449915511,0.00180893245649206,1.44106243771811,7.51470404516227e-05,3.458577,4.156942,3.822276,4.39646,3.13828,3.121151,2.594956,2.988326,6.809576,9.949831,15.501179,10.898819,2.789997,4.229406,4.671041,4.302398,"K05C4.4 is involved in embryo development.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"99","WBGene00010587","I","-",14721763,14724739,-0.73084222900074,1.3380156021658e-07,-2.54201813269582,5.38076911910625e-05,2.003315,2.070221,1.883629,1.642499,3.404423,3.852903,2.958188,2.714759,8.925426,9.39434,1.865579,6.942216,42.558697,52.203182,37.443752,45.953403,"sol-2 encodes a CUB and LDLa domain-containing type I transmembrane protein homologous to the vertebrate Neto proteins; SOL-2 functions as an auxiliary protein that positively regulates activity of the AMPA-subtype ionotropic glutamate receptor, GLR-1, and thus regulates glutamate-mediated synaptic transmission and behavior; a sol-2::GFP promoter fusion is expressed in head and tail neurons, including command interneurons and neurons that also express GLR-1 and SOL-1.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"100","WBGene00010612","I","+",9590506,9591821,0.340816897952834,0.00975551998556726,1.62213990102739,0.0419872766929841,14.152022,13.645729,14.611629,15.861485,12.390515,11.864467,12.428545,9.476433,1.468879,5.701716,1.818515,2.148104,0.339827,1.112043,1.290013,0.819654,"Microarray, tiling array, and RNA sequencing studies indicate that K07A1.5 is regulated by lin-15B, hpl-2, spe-44, nhr-114, rsr-2, hlh-30, gld-2, csr-1, pgl-1, pgl-3, glh-4, glh-1, daf-2, and sir-2.1; RNA sequencing and microarray studies indicate that K07A1.5 is regulated by Ethanol, Methylmercuric chloride, Manganese chloride, Progesterone, Acrylamide, Chlorpyrifos, and Colistin; RNA sequencing and tiling array studies indicate that K07A1.5 is enriched in the germ line and in the NSM neurons.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"101","WBGene00010759","II","-",14492826,14494514,-1.44026130676152,2.30984332880079e-21,1.29829771516041,0.00101991995090933,32.881451,36.057461,34.471676,29.909372,83.208977,85.221428,125.958916,85.718216,8.099768,6.769901,10.48617,10.490393,4.336731,3.418145,3.257113,4.067804,"cysl-2 encodes a homolog of sulfhydrylases/cysteine synthases.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"102","WBGene00010811","III","-",3510964,3519607,-0.217372960182178,0.0350817874983329,-2.1640480580052,0.00139585259723757,16.064627,14.324044,13.534849,15.051283,17.889986,17.485331,16.96312,16.488775,0.59334,3.054072,0.601017,2.511798,8.0482,5.263948,7.687366,9.327375,"hmit-1.3 encodes one of three C. elegans proton (H+)-dependent myo-inositol transporters; loss of hmit-1.3 activity via large-scale RNAi result in no obvious abnormalities but by homology, HMIT-1.3 is predicted to function as a plasma membrane protein required for the regulated uptake of myo-inositol and thus potentially for regulation of cell signaling and intracellular osmolarity.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"103","WBGene00010813","III","-",3521133,3529838,0.228277418329221,0.0156726546663566,-1.83929938834029,1.42720909865214e-05,15.389265,13.223997,13.982201,14.606327,12.780307,12.769436,11.932609,11.635137,2.144985,3.477244,6.387129,3.523203,12.229849,12.842424,16.612244,14.415288,"pitp-1 encodes a phosphatidylinositol transfer protein, with a C-terminal DDHD domain, that is orthologous to RETINAL DEGENERATION B (RDGB) in D. melanogaster, as well as other orthologs in mammals (NIR1-3); pitp-1 is expressed in the egg membrane, the germline, the spermatheca and three pairs of head neurons; PITP-1 is predicted to mediate PIP(2) signalling in either neuronal function or cytokinesis.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"104","WBGene00010848","IV","-",11509726,11510764,-0.523984249795876,0.000340763354231865,-2.51247008135269,0.0315742795549716,2.357809,2.39896,2.609925,2.7578,3.518728,3.922163,3.547432,3.857383,11.659186,11.928832,0,7.080553,32.453678,75.341148,42.995255,66.104271,"M04B2.6 encodes a novel protein conserved amongst nematodes; about 30% to 50% of M04B2.6 transcripts are RNA edited to change A to G resulting in a change to residue 89 from an N to a S.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"105","WBGene00011132","V","-",14718601,14719591,-1.38640672762561,9.33178041828638e-29,-7.88736354845862,2.64453288762536e-05,10.38099,11.187653,11.659347,13.548644,35.752586,32.74593,32.371948,26.289579,0,0,0,0,0.528705,1.548737,5.713718,2.708179,"Microarray and RNA sequencing studies indicate that R08A2.1 is regulated by atx-3, age-1, spe-44, wdr-23, eat-2, clk-1, tdp-1, pgl-1, pgl-3, glh-4, glh-1, ain-2, and nuo-6; microarray and RNA sequencing studies indicate that R08A2.1 is regulated by Methylmercuric chloride, Manganese chloride, Hydrolyzable Tannins, Paraquat, Colistin, and adsorbable organic bromine compounds; RNA sequencing and tiling array studies indicate that R08A2.1 is enriched in the germ line and in the NSM neurons.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"106","WBGene00011482","IV","-",11108494,11110017,-0.148216955130739,0.0245304471905613,-11.5706621175375,6.71521441712842e-15,35.111885,36.002872,36.350449,35.5812,40.87236,38.968609,40.240768,39.547432,0,0,0,0,17.600409,29.515514,34.150711,45.086876,"hpo-4 is an ortholog of human PIGK (phosphatidylinositol glycan anchor biosynthesis class K); hpo-4 is involved in reproduction; hpo-4 is predicted to have GPI-anchor transamidase activity and peptidase activity, based on protein domain information.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
