"","Drug","QTLregion","Gene_ID","Feature_ID","Gene_Name"
"704","Fenbendazole_15","II:5274777-11908334","WBGene00010948","M195.2b","NA"
"705","Fenbendazole_15","II:5274777-11908334","WBGene00010949","M195.4a","NA"
"706","Fenbendazole_15","II:5274777-11908334","WBGene00009904","F49E12.12","NA"
"707","Fenbendazole_15","II:5274777-11908334","WBGene00009903","F49E12.10","NA"
"708","Fenbendazole_15","II:5274777-11908334","WBGene00009900","F49E12.7","NA"
"709","Fenbendazole_15","II:5274777-11908334","WBGene00009898","F49E12.2","dod-23"
"710","Fenbendazole_15","II:5274777-11908334","WBGene00009897","F49E12.1","skpo-1"
"711","Fenbendazole_15","II:5274777-11908334","WBGene00006719","F49E12.4","ubc-24"
"712","Fenbendazole_15","II:5274777-11908334","WBGene00005039","F49E12.5a","sra-13"
"713","Fenbendazole_15","II:5274777-11908334","WBGene00009899","F49E12.6","efl-3"
"714","Fenbendazole_15","II:5274777-11908334","WBGene00008799","F14E5.1","NA"
"715","Fenbendazole_15","II:5274777-11908334","WBGene00195147","F14E5.8","NA"
"716","Fenbendazole_15","II:5274777-11908334","WBGene00008800","F14E5.2a.1","NA"
"717","Fenbendazole_15","II:5274777-11908334","WBGene00008802","F14E5.4.1","acp-2"
"718","Fenbendazole_15","II:5274777-11908334","WBGene00008804","F14E5.6","acp-4"
"719","Fenbendazole_15","II:5274777-11908334","WBGene00008801","F14E5.3","acp-3"
"720","Fenbendazole_15","II:5274777-11908334","WBGene00009043","F22B5.5","NA"
"721","Fenbendazole_15","II:5274777-11908334","WBGene00009044","F22B5.6","NA"
"722","Fenbendazole_15","II:5274777-11908334","WBGene00006994","F22B5.7","zyg-9"
"723","Fenbendazole_15","II:5274777-11908334","WBGene00001498","F22B5.9","fars-3"
"724","Fenbendazole_15","II:5274777-11908334","WBGene00010875","M05D6.2","NA"
"725","Fenbendazole_15","II:5274777-11908334","WBGene00010880","M05D6.8b","NA"
"726","Fenbendazole_15","II:5274777-11908334","WBGene00010874","M05D6.1.1","NA"
"727","Fenbendazole_15","II:5274777-11908334","WBGene00010876","M05D6.3","NA"
"728","Fenbendazole_15","II:5274777-11908334","WBGene00010877","M05D6.4","lact-4"
"729","Fenbendazole_15","II:5274777-11908334","WBGene00010879","M05D6.6.1","NA"
"730","Fenbendazole_15","II:5274777-11908334","WBGene00001523","M05D6.7","gbh-2"
"731","Fenbendazole_15","II:5274777-11908334","WBGene00011755","T13H5.1c","NA"
"732","Fenbendazole_15","II:5274777-11908334","WBGene00010881","M05D6.9","NA"
"733","Fenbendazole_15","II:5274777-11908334","WBGene00011756","T13H5.2a","ctg-2"
"734","Fenbendazole_15","II:5274777-11908334","WBGene00004383","T13H5.7","rnh-2"
"735","Fenbendazole_15","II:5274777-11908334","WBGene00011761","T13H5.8","NA"
"736","Fenbendazole_15","II:5274777-11908334","WBGene00011757","T13H5.3","cht-2"
"737","Fenbendazole_15","II:5274777-11908334","WBGene00011758","T13H5.4","NA"
"738","Fenbendazole_15","II:5274777-11908334","WBGene00011759","T13H5.5","mrps-18B"
"739","Fenbendazole_15","II:5274777-11908334","WBGene00011760","T13H5.6","NA"
"740","Fenbendazole_15","II:5274777-11908334","WBGene00012175","W01C9.1","NA"
"741","Fenbendazole_15","II:5274777-11908334","WBGene00012176","W01C9.2","NA"
"742","Fenbendazole_15","II:5274777-11908334","WBGene00004155","W01C9.3b","pqn-73"
"743","Fenbendazole_15","II:5274777-11908334","WBGene00012177","W01C9.4","decr-1.2"
"744","Fenbendazole_15","II:5274777-11908334","WBGene00012178","W01C9.5.1","glb-27"
"745","Fenbendazole_15","II:5274777-11908334","WBGene00175035","F54C9.14","NA"
"746","Fenbendazole_15","II:5274777-11908334","WBGene00006059","F54C9.2","stc-1"
"747","Fenbendazole_15","II:5274777-11908334","WBGene00010041","F54C9.3","NA"
"748","Fenbendazole_15","II:5274777-11908334","WBGene00000615","F54C9.4","col-38"
"749","Fenbendazole_15","II:5274777-11908334","WBGene00010042","F54C9.6a.1","bcs-1"
"750","Fenbendazole_15","II:5274777-11908334","WBGene00010043","F54C9.7","NA"
"751","Fenbendazole_15","II:5274777-11908334","WBGene00004241","F54C9.8","puf-5"
"752","Fenbendazole_15","II:5274777-11908334","WBGene00010044","F54C9.9","NA"
"753","Fenbendazole_15","II:5274777-11908334","WBGene00010045","F54C9.11","NA"
"754","Fenbendazole_15","II:5274777-11908334","WBGene00009202","F28C6.1","aptf-4"
"755","Fenbendazole_15","II:5274777-11908334","WBGene00009203","F28C6.2","aptf-3"
"756","Fenbendazole_15","II:5274777-11908334","WBGene00009204","F28C6.4a.1","NA"
"757","Fenbendazole_15","II:5274777-11908334","WBGene00009205","F28C6.5","NA"
"758","Fenbendazole_15","II:5274777-11908334","WBGene00000773","F28C6.3","cpf-1"
"759","Fenbendazole_15","II:5274777-11908334","WBGene00004440","F28C6.7b.2","rpl-26"
"760","Fenbendazole_15","II:5274777-11908334","WBGene00006307","F28C6.6.1","suf-1"
"761","Fenbendazole_15","II:5274777-11908334","WBGene00009207","F28C6.8b","NA"
"762","Fenbendazole_15","II:5274777-11908334","WBGene00009209","F28C6.10","NA"
"763","Fenbendazole_15","II:5274777-11908334","WBGene00009208","F28C6.9a","NA"
"764","Fenbendazole_15","II:5274777-11908334","WBGene00011922","T22C8.1","NA"
"765","Fenbendazole_15","II:5274777-11908334","WBGene00011923","T22C8.2","chhy-1"
"766","Fenbendazole_15","II:5274777-11908334","WBGene00011924","T22C8.3","NA"
"767","Fenbendazole_15","II:5274777-11908334","WBGene00011925","T22C8.4","NA"
"768","Fenbendazole_15","II:5274777-11908334","WBGene00011926","T22C8.5","sptf-2"
"769","Fenbendazole_15","II:5274777-11908334","WBGene00011927","T22C8.6","NA"
"770","Fenbendazole_15","II:5274777-11908334","WBGene00011928","T22C8.7","cutl-12"
"771","Fenbendazole_15","II:5274777-11908334","WBGene00006875","T22C8.8","vab-9"
"772","Fenbendazole_15","II:5274777-11908334","WBGene00008432","D2085.7a","NA"
"773","Fenbendazole_15","II:5274777-11908334","WBGene00004259","D2085.1","pyr-1"
"774","Fenbendazole_15","II:5274777-11908334","WBGene00008431","D2085.6","piga-1"
"775","Fenbendazole_15","II:5274777-11908334","WBGene00008428","D2085.3","NA"
"776","Fenbendazole_15","II:5274777-11908334","WBGene00008429","D2085.4","NA"
"777","Fenbendazole_15","II:5274777-11908334","WBGene00008430","D2085.5d","hgap-2"
"778","Fenbendazole_15","II:5274777-11908334","WBGene00007915","C34C6.2c","NA"
"779","Fenbendazole_15","II:5274777-11908334","WBGene00007916","C34C6.3","NA"
"780","Fenbendazole_15","II:5274777-11908334","WBGene00206355","C34C6.10","NA"
"781","Fenbendazole_15","II:5274777-11908334","WBGene00007917","C34C6.4","NA"
"782","Fenbendazole_15","II:5274777-11908334","WBGene00007918","C34C6.5a","sphk-1"
"783","Fenbendazole_15","II:5274777-11908334","WBGene00004194","C34C6.6a","prx-5"
"784","Fenbendazole_15","II:5274777-11908334","WBGene00007919","C34C6.7a","NA"
"785","Fenbendazole_15","II:5274777-11908334","WBGene00005172","C34C6.1","srg-15"
"786","Fenbendazole_15","II:5274777-11908334","WBGene00004279","T01B7.3","rab-21"
"787","Fenbendazole_15","II:5274777-11908334","WBGene00011311","T01B7.5a.1","NA"
"788","Fenbendazole_15","II:5274777-11908334","WBGene00011312","T01B7.6","trcs-2"
"789","Fenbendazole_15","II:5274777-11908334","WBGene00004397","T01B7.7","rol-6"
"790","Fenbendazole_15","II:5274777-11908334","WBGene00011313","T01B7.8","NA"
"791","Fenbendazole_15","II:5274777-11908334","WBGene00010681","K08F8.1a.1","mak-1"
"792","Fenbendazole_15","II:5274777-11908334","WBGene00000220","K08F8.2","atf-2"
"793","Fenbendazole_15","II:5274777-11908334","WBGene00010683","K08F8.7","NA"
"794","Fenbendazole_15","II:5274777-11908334","WBGene00001505","K08F8.3.1","fut-1"
"795","Fenbendazole_15","II:5274777-11908334","WBGene00000240","K08F8.4a","pah-1"
"796","Fenbendazole_15","II:5274777-11908334","WBGene00010682","K08F8.5a","NA"
"797","Fenbendazole_15","II:5274777-11908334","WBGene00002295","K08F8.6","let-19"
"798","Fenbendazole_15","II:5274777-11908334","WBGene00004790","F07H5.2","sgn-1"
"799","Fenbendazole_15","II:5274777-11908334","WBGene00008563","F07H5.13","NA"
"800","Fenbendazole_15","II:5274777-11908334","WBGene00008557","F07H5.6","NA"
"801","Fenbendazole_15","II:5274777-11908334","WBGene00008559","F07H5.8","NA"
"802","Fenbendazole_15","II:5274777-11908334","WBGene00008560","F07H5.9a","pho-13"
"803","Fenbendazole_15","II:5274777-11908334","WBGene00009784","F46C5.9","NA"
"804","Fenbendazole_15","II:5274777-11908334","WBGene00009783","F46C5.8.1","rer-1"
"805","Fenbendazole_15","II:5274777-11908334","WBGene00009785","F46C5.10","NA"
"806","Fenbendazole_15","II:5274777-11908334","WBGene00003544","F46C5.3","nas-25"
"807","Fenbendazole_15","II:5274777-11908334","WBGene00009780","F46C5.4","NA"
"808","Fenbendazole_15","II:5274777-11908334","WBGene00009782","F46C5.7","NA"
"809","Fenbendazole_15","II:5274777-11908334","WBGene00009781","F46C5.6","NA"
"810","Fenbendazole_15","II:5274777-11908334","WBGene00011767","T14D7.1","NA"
"811","Fenbendazole_15","II:5274777-11908334","WBGene00011768","T14D7.2","oac-46"
"812","Fenbendazole_15","II:5274777-11908334","WBGene00044062","T14D7.3","snb-6"
"813","Fenbendazole_15","II:5274777-11908334","WBGene00011579","T07D4.2b","NA"
"814","Fenbendazole_15","II:5274777-11908334","WBGene00004355","T07D4.3","rha-1"
"815","Fenbendazole_15","II:5274777-11908334","WBGene00045407","T07D4.5","NA"
"816","Fenbendazole_15","II:5274777-11908334","WBGene00011580","T07D4.4a","ddx-19"
"817","Fenbendazole_15","II:5274777-11908334","WBGene00002251","B0457.1a","lat-1"
"818","Fenbendazole_15","II:5274777-11908334","WBGene00007179","B0457.4","NA"
"819","Fenbendazole_15","II:5274777-11908334","WBGene00007178","B0457.2","NA"
"820","Fenbendazole_15","II:5274777-11908334","WBGene00000378","T21B10.7","cct-2"
"821","Fenbendazole_15","II:5274777-11908334","WBGene00011885","T21B10.3","NA"
"822","Fenbendazole_15","II:5274777-11908334","WBGene00011887","T21B10.5","set-17"
"823","Fenbendazole_15","II:5274777-11908334","WBGene00011886","T21B10.4","NA"
"824","Fenbendazole_15","II:5274777-11908334","WBGene00011888","T21B10.6","cutl-15"
"825","Fenbendazole_15","II:5274777-11908334","WBGene00007690","C18E9.10","sftd-3"
"826","Fenbendazole_15","II:5274777-11908334","WBGene00007683","C18E9.2a","NA"
"827","Fenbendazole_15","II:5274777-11908334","WBGene00004105","C18E9.3a","szy-20"
"828","Fenbendazole_15","II:5274777-11908334","WBGene00007687","C18E9.7","NA"
"829","Fenbendazole_15","II:5274777-11908334","WBGene00007688","C18E9.8","NA"
"830","Fenbendazole_15","II:5274777-11908334","WBGene00007689","C18E9.9","NA"
"831","Fenbendazole_15","II:5274777-11908334","WBGene00009711","F44G4.1","NA"
"832","Fenbendazole_15","II:5274777-11908334","WBGene00006514","F44G4.4c","tdp-1"
"833","Fenbendazole_15","II:5274777-11908334","WBGene00009714","F44G4.5","NA"
"834","Fenbendazole_15","II:5274777-11908334","WBGene00009715","F44G4.6a","NA"
"835","Fenbendazole_15","II:5274777-11908334","WBGene00009716","F44G4.7","NA"
"836","Fenbendazole_15","II:5274777-11908334","WBGene00009717","F44G4.8a","dep-1"
"837","Fenbendazole_15","II:5274777-11908334","WBGene00009504","F37B12.1","NA"
"838","Fenbendazole_15","II:5274777-11908334","WBGene00001527","F37B12.2","gcs-1"
"839","Fenbendazole_15","II:5274777-11908334","WBGene00009505","F37B12.3.1","NA"
"840","Fenbendazole_15","II:5274777-11908334","WBGene00011980","T24B8.7a","NA"
"841","Fenbendazole_15","II:5274777-11908334","WBGene00011976","T24B8.2","NA"
"842","Fenbendazole_15","II:5274777-11908334","WBGene00004446","T24B8.1a.1","rpl-32"
"843","Fenbendazole_15","II:5274777-11908334","WBGene00011978","T24B8.4a","NA"
"844","Fenbendazole_15","II:5274777-11908334","WBGene00001950","T24B8.6","hlh-3"
"845","Fenbendazole_15","II:5274777-11908334","WBGene00007421","C07H4.1","NA"
"846","Fenbendazole_15","II:5274777-11908334","WBGene00000532","C07H4.2","clh-5"
"847","Fenbendazole_15","II:5274777-11908334","WBGene00012000","T24H10.1","NA"
"848","Fenbendazole_15","II:5274777-11908334","WBGene00012003","T24H10.5","NA"
"849","Fenbendazole_15","II:5274777-11908334","WBGene00001041","T24H10.3","dnj-23"
"850","Fenbendazole_15","II:5274777-11908334","WBGene00012002","T24H10.4","NA"
"851","Fenbendazole_15","II:5274777-11908334","WBGene00012005","T24H10.7a","jun-1"
"852","Fenbendazole_15","II:5274777-11908334","WBGene00195143","C16D2.2","NA"
"853","Fenbendazole_15","II:5274777-11908334","WBGene00195144","C16D2.3","NA"
"854","Fenbendazole_15","II:5274777-11908334","WBGene00012421","Y9C2UA.1c","NA"
"855","Fenbendazole_15","II:5274777-11908334","WBGene00012322","W07A12.4","NA"
"856","Fenbendazole_15","II:5274777-11908334","WBGene00000654","W07A12.5","col-78"
"857","Fenbendazole_15","II:5274777-11908334","WBGene00012323","W07A12.6","oac-54"
"858","Fenbendazole_15","II:5274777-11908334","WBGene00012324","W07A12.7","rhy-1"
"859","Fenbendazole_15","II:5274777-11908334","WBGene00012325","W07A12.8","NA"
"860","Fenbendazole_15","II:5274777-11908334","WBGene00011966","T23G7.3","NA"
"861","Fenbendazole_15","II:5274777-11908334","WBGene00011965","T23G7.2a.1","NA"
"862","Fenbendazole_15","II:5274777-11908334","WBGene00001061","T23G7.1","dpl-1"
"863","Fenbendazole_15","II:5274777-11908334","WBGene00004752","T23G7.4","sec-5"
"864","Fenbendazole_15","II:5274777-11908334","WBGene00011967","T23G7.5a.1","pir-1"
"865","Fenbendazole_15","II:5274777-11908334","WBGene00006367","ZK1067.6","sym-2"
"866","Fenbendazole_15","II:5274777-11908334","WBGene00002299","ZK1067.1c","let-23"
"867","Fenbendazole_15","II:5274777-11908334","WBGene00014210","ZK1067.4","NA"
"868","Fenbendazole_15","II:5274777-11908334","WBGene00014208","ZK1067.2b","NA"
"869","Fenbendazole_15","II:5274777-11908334","WBGene00014209","ZK1067.3","NA"
"870","Fenbendazole_15","II:5274777-11908334","WBGene00004174","ZK1067.7","abu-14"
"871","Fenbendazole_15","II:5274777-11908334","WBGene00001761","T26C5.1","gst-13"
"872","Fenbendazole_15","II:5274777-11908334","WBGene00012032","T26C5.2","NA"
"873","Fenbendazole_15","II:5274777-11908334","WBGene00012033","T26C5.3c","NA"
"874","Fenbendazole_15","II:5274777-11908334","WBGene00012034","T26C5.4","NA"
"875","Fenbendazole_15","II:5274777-11908334","WBGene00044006","H32K21.1","NA"
"876","Fenbendazole_15","II:5274777-11908334","WBGene00000170","C01G6.1a.1","aqp-2"
"877","Fenbendazole_15","II:5274777-11908334","WBGene00007224","C01G6.2","NA"
"878","Fenbendazole_15","II:5274777-11908334","WBGene00007225","C01G6.3","NA"
"879","Fenbendazole_15","II:5274777-11908334","WBGene00007226","C01G6.4","NA"
"880","Fenbendazole_15","II:5274777-11908334","WBGene00007227","C01G6.5","NA"
"881","Fenbendazole_15","II:5274777-11908334","WBGene00006510","C01G6.6a.1","mtrr-1"
"882","Fenbendazole_15","II:5274777-11908334","WBGene00007228","C01G6.7","acs-7"
"883","Fenbendazole_15","II:5274777-11908334","WBGene00007229","C01G6.9","NA"
"884","Fenbendazole_15","II:5274777-11908334","WBGene00000289","C01G6.8a","cam-1"
"885","Fenbendazole_15","II:5274777-11908334","WBGene00008403","D2013.3","NA"
"886","Fenbendazole_15","II:5274777-11908334","WBGene00008402","D2013.2.1","wdfy-2"
"887","Fenbendazole_15","II:5274777-11908334","WBGene00001134","D2013.5","eat-3"
"888","Fenbendazole_15","II:5274777-11908334","WBGene00008404","D2013.6","NA"
"889","Fenbendazole_15","II:5274777-11908334","WBGene00004744","D2013.8a","scp-1"
"890","Fenbendazole_15","II:5274777-11908334","WBGene00008405","D2013.9.1","ttll-12"
"891","Fenbendazole_15","II:5274777-11908334","WBGene00009626","F42A8.1","NA"
"892","Fenbendazole_15","II:5274777-11908334","WBGene00006433","F42A8.2.1","sdhb-1"
"893","Fenbendazole_15","II:5274777-11908334","WBGene00009627","F42A8.3","NA"
"894","Fenbendazole_15","II:5274777-11908334","WBGene00003196","C06C3.1c","mel-11"
"895","Fenbendazole_15","II:5274777-11908334","WBGene00007374","C06C3.3","NA"
"896","Fenbendazole_15","II:5274777-11908334","WBGene00007375","C06C3.4","NA"
"897","Fenbendazole_15","II:5274777-11908334","WBGene00175031","C06C3.12","NA"
"898","Fenbendazole_15","II:5274777-11908334","WBGene00044169","C06C3.10","NA"
"899","Fenbendazole_15","II:5274777-11908334","WBGene00014668","C06C3.9","NA"
"900","Fenbendazole_15","II:5274777-11908334","WBGene00005271","C06C3.6.1","srh-48"
"901","Fenbendazole_15","II:5274777-11908334","WBGene00007377","C06C3.7","NA"
"902","Fenbendazole_15","II:5274777-11908334","WBGene00007378","C06C3.8a","NA"
"903","Fenbendazole_15","II:5274777-11908334","WBGene00013091","Y51B9A.9","NA"
"904","Fenbendazole_15","II:5274777-11908334","WBGene00206481","Y51B9A.14","NA"
"905","Fenbendazole_15","II:5274777-11908334","WBGene00013090","Y51B9A.8","NA"
"906","Fenbendazole_15","II:5274777-11908334","WBGene00013088","Y51B9A.6a","NA"
"907","Fenbendazole_15","II:5274777-11908334","WBGene00013085","Y51B9A.3","mpz-6"
"908","Fenbendazole_15","II:5274777-11908334","WBGene00013086","Y51B9A.4","arrd-2"
"909","Fenbendazole_15","II:5274777-11908334","WBGene00006429","M176.1a","arrd-3"
"910","Fenbendazole_15","II:5274777-11908334","WBGene00010941","M176.2","gss-1"
"911","Fenbendazole_15","II:5274777-11908334","WBGene00010942","M176.3","chch-3"
"912","Fenbendazole_15","II:5274777-11908334","WBGene00010943","M176.4","NA"
"913","Fenbendazole_15","II:5274777-11908334","WBGene00010947","M176.11","NA"
"914","Fenbendazole_15","II:5274777-11908334","WBGene00010946","M176.10","NA"
"915","Fenbendazole_15","II:5274777-11908334","WBGene00010944","M176.5","NA"
"916","Fenbendazole_15","II:5274777-11908334","WBGene00002199","M176.6a","kin-15"
"917","Fenbendazole_15","II:5274777-11908334","WBGene00002200","M176.7.1","kin-16"
"918","Fenbendazole_15","II:5274777-11908334","WBGene00010945","M176.8","chil-13"
"919","Fenbendazole_15","II:5274777-11908334","WBGene00011159","R09D1.3","chil-17"
"920","Fenbendazole_15","II:5274777-11908334","WBGene00011158","R09D1.2","chil-16"
"921","Fenbendazole_15","II:5274777-11908334","WBGene00011157","R09D1.1","chil-15"
"922","Fenbendazole_15","II:5274777-11908334","WBGene00011169","R09D1.13","NA"
"923","Fenbendazole_15","II:5274777-11908334","WBGene00011161","R09D1.5","chil-18"
"924","Fenbendazole_15","II:5274777-11908334","WBGene00011168","R09D1.12","NA"
"925","Fenbendazole_15","II:5274777-11908334","WBGene00011162","R09D1.6","chil-19"
"926","Fenbendazole_15","II:5274777-11908334","WBGene00011163","R09D1.7","chil-20"
"927","Fenbendazole_15","II:5274777-11908334","WBGene00011170","R09D1.14","NA"
"928","Fenbendazole_15","II:5274777-11908334","WBGene00011164","R09D1.8.1","chil-21"
"929","Fenbendazole_15","II:5274777-11908334","WBGene00011166","R09D1.10","chil-22"
"930","Fenbendazole_15","II:5274777-11908334","WBGene00011167","R09D1.11a","chil-23"
"931","Fenbendazole_15","II:5274777-11908334","WBGene00044807","T19H5.6","NA"
"932","Fenbendazole_15","II:5274777-11908334","WBGene00011846","T19H5.1","chil-25"
"933","Fenbendazole_15","II:5274777-11908334","WBGene00011847","T19H5.2","chil-26"
"934","Fenbendazole_15","II:5274777-11908334","WBGene00011848","T19H5.3","chil-27"
"935","Fenbendazole_15","II:5274777-11908334","WBGene00011849","T19H5.4a","NA"
"936","Fenbendazole_15","II:5274777-11908334","WBGene00001530","R134.1","gcy-3"
"937","Fenbendazole_15","II:5274777-11908334","WBGene00001529","R134.2","gcy-2"
"938","Fenbendazole_15","II:5274777-11908334","WBGene00001528","AH6.1","gcy-1"
"939","Fenbendazole_15","II:5274777-11908334","WBGene00007080","AH6.2","sfxn-1.1"
"940","Fenbendazole_15","II:5274777-11908334","WBGene00007081","AH6.3","NA"
"941","Fenbendazole_15","II:5274777-11908334","WBGene00005027","AH6.4","sra-1"
"942","Fenbendazole_15","II:5274777-11908334","WBGene00219290","AH6.17","NA"
"943","Fenbendazole_15","II:5274777-11908334","WBGene00003231","AH6.5","mex-6"
"944","Fenbendazole_15","II:5274777-11908334","WBGene00005028","AH6.6","sra-2"
"945","Fenbendazole_15","II:5274777-11908334","WBGene00005035","AH6.14","sra-9"
"946","Fenbendazole_15","II:5274777-11908334","WBGene00005034","AH6.12","sra-8"
"947","Fenbendazole_15","II:5274777-11908334","WBGene00005029","AH6.7","sra-3"
"948","Fenbendazole_15","II:5274777-11908334","WBGene00005030","AH6.8","sra-4"
"949","Fenbendazole_15","II:5274777-11908334","WBGene00005033","AH6.11","sra-7"
"950","Fenbendazole_15","II:5274777-11908334","WBGene00005032","AH6.10","sra-6"
"951","Fenbendazole_15","II:5274777-11908334","WBGene00219291","F35H8.12","NA"
"952","Fenbendazole_15","II:5274777-11908334","WBGene00009447","F35H8.2","NA"
"953","Fenbendazole_15","II:5274777-11908334","WBGene00009448","F35H8.3","zfp-2"
"954","Fenbendazole_15","II:5274777-11908334","WBGene00009449","F35H8.4","NA"
"955","Fenbendazole_15","II:5274777-11908334","WBGene00001368","F35H8.5","exc-7"
"956","Fenbendazole_15","II:5274777-11908334","WBGene00006938","F35H8.7","wee-1.1"
"957","Fenbendazole_15","II:5274777-11908334","WBGene00009450","F35H8.6","ugt-58"
"958","Fenbendazole_15","II:5274777-11908334","WBGene00008456","E02H1.2","NA"
"959","Fenbendazole_15","II:5274777-11908334","WBGene00008455","E02H1.1.1","NA"
"960","Fenbendazole_15","II:5274777-11908334","WBGene00006473","E02H1.3","tag-124"
"961","Fenbendazole_15","II:5274777-11908334","WBGene00004050","E02H1.4","parp-2"
"962","Fenbendazole_15","II:5274777-11908334","WBGene00008457","E02H1.5","NA"
"963","Fenbendazole_15","II:5274777-11908334","WBGene00008458","E02H1.6","NA"
"964","Fenbendazole_15","II:5274777-11908334","WBGene00008459","E02H1.8","mrpl-53"
"965","Fenbendazole_15","II:5274777-11908334","WBGene00003618","E02H1.7","nhr-19"
"966","Fenbendazole_15","II:5274777-11908334","WBGene00011791","T15H9.6","NA"
"967","Fenbendazole_15","II:5274777-11908334","WBGene00011789","T15H9.4","NA"
"968","Fenbendazole_15","II:5274777-11908334","WBGene00001952","T15H9.3","hlh-6"
"969","Fenbendazole_15","II:5274777-11908334","WBGene00001038","T15H9.7a","dnj-20"
"970","Fenbendazole_15","II:5274777-11908334","WBGene00014249","ZK1307.8.1","NA"
"971","Fenbendazole_15","II:5274777-11908334","WBGene00014248","ZK1307.7b","NA"
"972","Fenbendazole_15","II:5274777-11908334","WBGene00001510","ZK1307.6","fzr-1"
"973","Fenbendazole_15","II:5274777-11908334","WBGene00005026","ZK1307.5","sqv-8"
"974","Fenbendazole_15","II:5274777-11908334","WBGene00014250","ZK1307.9","NA"
"975","Fenbendazole_15","II:5274777-11908334","WBGene00014247","ZK1307.4","NA"
"976","Fenbendazole_15","II:5274777-11908334","WBGene00014246","ZK1307.3","NA"
"977","Fenbendazole_15","II:5274777-11908334","WBGene00014245","ZK1307.2","NA"
"978","Fenbendazole_15","II:5274777-11908334","WBGene00014244","ZK1307.1a","NA"
"979","Fenbendazole_15","II:5274777-11908334","WBGene00014252","ZK1320.2","NA"
"980","Fenbendazole_15","II:5274777-11908334","WBGene00014253","ZK1320.3.1","NA"
"981","Fenbendazole_15","II:5274777-11908334","WBGene00014254","ZK1320.4","cyp-13A10"
"982","Fenbendazole_15","II:5274777-11908334","WBGene00014255","ZK1320.5","NA"
"983","Fenbendazole_15","II:5274777-11908334","WBGene00014259","ZK1320.11b","NA"
"984","Fenbendazole_15","II:5274777-11908334","WBGene00006390","ZK1320.12b","taf-8"
"985","Fenbendazole_15","II:5274777-11908334","WBGene00014256","ZK1320.7","NA"
"986","Fenbendazole_15","II:5274777-11908334","WBGene00000180","ZK1320.6","arc-1"
"987","Fenbendazole_15","II:5274777-11908334","WBGene00014258","ZK1320.9","NA"
"988","Fenbendazole_15","II:5274777-11908334","WBGene00003749","ZK1320.10","nlp-11"
"989","Fenbendazole_15","II:5274777-11908334","WBGene00044158","Y53C12A.8","NA"
"990","Fenbendazole_15","II:5274777-11908334","WBGene00013140","Y53C12A.4.1","mop-25.2"
"991","Fenbendazole_15","II:5274777-11908334","WBGene00175030","Y53C12A.10","NA"
"992","Fenbendazole_15","II:5274777-11908334","WBGene00001623","Y53C12A.2","glt-5"
"993","Fenbendazole_15","II:5274777-11908334","WBGene00006940","Y53C12A.1","wee-1.3"
"994","Fenbendazole_15","II:5274777-11908334","WBGene00013141","Y53C12A.6a","NA"
"995","Fenbendazole_15","II:5274777-11908334","WBGene00194906","Y53C12A.11","NA"
"996","Fenbendazole_15","II:5274777-11908334","WBGene00013145","Y53C12B.6","cutl-2"
"997","Fenbendazole_15","II:5274777-11908334","WBGene00003100","Y53C12B.5a","mab-3"
"998","Fenbendazole_15","II:5274777-11908334","WBGene00013144","Y53C12B.2","NA"
"999","Fenbendazole_15","II:5274777-11908334","WBGene00013143","Y53C12B.1","NA"
"1000","Fenbendazole_15","II:5274777-11908334","WBGene00003785","Y53C12B.3b","nos-3"
"1001","Fenbendazole_15","II:5274777-11908334","WBGene00013146","Y53C12B.7","NA"
"1002","Fenbendazole_15","II:5274777-11908334","WBGene00014260","ZK1321.1","NA"
"1003","Fenbendazole_15","II:5274777-11908334","WBGene00014261","ZK1321.2c","shk-1"
"1004","Fenbendazole_15","II:5274777-11908334","WBGene00000178","ZK1321.3","aqp-10"
"1005","Fenbendazole_15","II:5274777-11908334","WBGene00014262","ZK1321.4b","NA"
"1006","Fenbendazole_15","II:5274777-11908334","WBGene00011678","T10B9.9","NA"
"1007","Fenbendazole_15","II:5274777-11908334","WBGene00011677","T10B9.8","cyp-13A1"
"1008","Fenbendazole_15","II:5274777-11908334","WBGene00011676","T10B9.7","cyp-13A2"
"1009","Fenbendazole_15","II:5274777-11908334","WBGene00011675","T10B9.5","cyp-13A3"
"1010","Fenbendazole_15","II:5274777-11908334","WBGene00011671","T10B9.1","cyp-13A4"
"1011","Fenbendazole_15","II:5274777-11908334","WBGene00011672","T10B9.2","cyp-13A5"
"1012","Fenbendazole_15","II:5274777-11908334","WBGene00011673","T10B9.3","cyp-13A6"
"1013","Fenbendazole_15","II:5274777-11908334","WBGene00000372","T10B9.10","cyp-13A7"
"1014","Fenbendazole_15","II:5274777-11908334","WBGene00011674","T10B9.4","cyp-13A8"
"1015","Fenbendazole_15","II:5274777-11908334","WBGene00013147","Y53C12C.1","eyg-1"
"1016","Fenbendazole_15","II:5274777-11908334","WBGene00014158","ZK938.1","NA"
"1017","Fenbendazole_15","II:5274777-11908334","WBGene00014160","ZK938.3","NA"
"1018","Fenbendazole_15","II:5274777-11908334","WBGene00014161","ZK938.4","arrd-5"
"1019","Fenbendazole_15","II:5274777-11908334","WBGene00014159","ZK938.2","arrd-4"
"1020","Fenbendazole_15","II:5274777-11908334","WBGene00014163","ZK938.7","rnh-1.2"
"1021","Fenbendazole_15","II:5274777-11908334","WBGene00014162","ZK938.6","chil-9"
